 TIME                    ,¸ººÉ                     ,
  +4.7073000000000002E+03,  +1.4309212960000000E+03,
  +4.7073999999999996E+03,  +1.9316286940000000E+03,
  +4.7075000000000000E+03,  +1.8511957470000000E+03,
  +4.7076000000000004E+03,  +1.1385053690000000E+03,
  +4.7076999999999998E+03,  +1.8441896630000001E+03,
  +4.7078000000000002E+03,  +1.3954331540000001E+03,
  +4.7078999999999996E+03,  +1.4962647800000000E+03,
  +4.7080000000000000E+03,  +1.6320967200000000E+03,
  +4.7081000000000004E+03,  +1.7773005980000000E+03,
  +4.7081999999999998E+03,  +1.2879212640000001E+03,
  +4.7083000000000002E+03,  +1.7962599419999999E+03,
  +4.7083999999999996E+03,  +1.5500801980000001E+03,
  +4.7085000000000000E+03,  +1.7483622060000000E+03,
  +4.7086000000000004E+03,  +1.7776317740000000E+03,
  +4.7086999999999998E+03,  +1.4219302610000000E+03,
  +4.7088000000000002E+03,  +1.1041458789999999E+03,
  +4.7088999999999996E+03,  +1.2509358810000001E+03,
  +4.7090000000000000E+03,  +1.5218010310000000E+03,
  +4.7091000000000004E+03,  +9.2010689119999995E+02,
  +4.7091999999999998E+03,  +1.2424223910000001E+03,
  +4.7093000000000002E+03,  +1.2855464239999999E+03,
  +4.7093999999999996E+03,  +1.7761961810000000E+03,
  +4.7095000000000000E+03,  +1.9931730060000000E+03,
  +4.7096000000000004E+03,  +1.2515213620000000E+03,
  +4.7096999999999998E+03,  +1.2077510470000000E+03,
  +4.7098000000000002E+03,  +1.5987439770000001E+03,
  +4.7098999999999996E+03,  +1.0553737240000000E+03,
  +4.7100000000000000E+03,  +1.9637097610000001E+03,
  +4.7101000000000004E+03,  +1.6368400500000000E+03,
  +4.7101999999999998E+03,  +1.4262594380000000E+03,
  +4.7103000000000002E+03,  +1.5666845069999999E+03,
  +4.7103999999999996E+03,  +1.5108820149999999E+03,
  +4.7105000000000000E+03,  +1.5017359759999999E+03,
  +4.7106000000000004E+03,  +1.9811950780000000E+03,
  +4.7106999999999998E+03,  +1.8986764929999999E+03,
  +4.7108000000000002E+03,  +1.4945844270000000E+03,
  +4.7108999999999996E+03,  +9.7420604549999996E+02,
  +4.7110000000000000E+03,  +1.5852679479999999E+03,
  +4.7111000000000004E+03,  +1.4051053720000000E+03,
  +4.7111999999999998E+03,  +1.4550157440000000E+03,
  +4.7113000000000002E+03,  +1.6271847499999999E+03,
  +4.7113999999999996E+03,  +1.3143905440000001E+03,
  +4.7115000000000000E+03,  +1.4902635949999999E+03,
  +4.7116000000000004E+03,  +1.0620222400000000E+03,
  +4.7116999999999998E+03,  +1.2703953420000000E+03,
  +4.7118000000000002E+03,  +1.3456863890000000E+03,
  +4.7118999999999996E+03,  +1.0908108970000001E+03,
  +4.7120000000000000E+03,  +2.7826655150000001E+03,
  +4.7121000000000004E+03,  +3.6930220949999998E+03,
  +4.7121999999999998E+03,  +3.6977640540000002E+03,
  +4.7123000000000002E+03,  +4.0020778359999999E+03,
  +4.7123999999999996E+03,  +2.9925522710000000E+03,
  +4.7125000000000000E+03,  +2.3186820590000002E+03,
  +4.7126000000000004E+03,  +4.6391324260000001E+03,
  +4.7126999999999998E+03,  +4.9113131620000004E+03,
  +4.7128000000000002E+03,  +4.3586987769999996E+03,
  +4.7128999999999996E+03,  +4.8676283089999997E+03,
  +4.7130000000000000E+03,  +3.4653995749999999E+03,
  +4.7131000000000004E+03,  +3.7495521960000001E+03,
  +4.7131999999999998E+03,  +2.6342374989999998E+03,
  +4.7133000000000002E+03,  +4.6567481619999999E+03,
  +4.7133999999999996E+03,  +3.1791945810000002E+03,
  +4.7135000000000000E+03,  +3.5657502899999999E+03,
  +4.7136000000000004E+03,  +2.7389678079999999E+03,
  +4.7136999999999998E+03,  +4.6629637690000000E+03,
  +4.7138000000000002E+03,  +4.5303525499999996E+03,
  +4.7138999999999996E+03,  +3.7042397369999999E+03,
  +4.7140000000000000E+03,  +2.3342733469999998E+03,
  +4.7141000000000004E+03,  +4.7644747090000001E+03,
  +4.7141999999999998E+03,  +2.2727295700000000E+03,
  +4.7143000000000002E+03,  +2.7350343079999998E+03,
  +4.7143999999999996E+03,  +2.6497382969999999E+03,
  +4.7145000000000000E+03,  +2.8787849740000001E+03,
  +4.7146000000000004E+03,  +4.0160720809999998E+03,
  +4.7146999999999998E+03,  +2.8804903439999998E+03,
  +4.7148000000000002E+03,  +3.9086653620000002E+03,
  +4.7148999999999996E+03,  +4.6498055249999998E+03,
  +4.7150000000000000E+03,  +4.9331405969999996E+03,
  +4.7151000000000004E+03,  +2.2808510910000000E+03,
  +4.7151999999999998E+03,  +2.2287381999999998E+03,
  +4.7153000000000002E+03,  +4.7621485960000000E+03,
  +4.7153999999999996E+03,  +2.3472171800000001E+03,
  +4.7155000000000000E+03,  +4.4822092130000001E+03,
  +4.7156000000000004E+03,  +4.4599646720000001E+03,
  +4.7156999999999998E+03,  +4.3288947909999997E+03,
  +4.7158000000000002E+03,  +4.8291439899999996E+03,
  +4.7158999999999996E+03,  +2.5141785610000002E+03,
  +4.7160000000000000E+03,  +2.3173975329999998E+03,
  +4.7161000000000004E+03,  +2.6190804739999999E+03,
  +4.7161999999999998E+03,  +3.8620020780000000E+03,
  +4.7163000000000002E+03,  +4.6863135240000001E+03,
  +4.7163999999999996E+03,  +2.7613377040000000E+03,
  +4.7165000000000000E+03,  +4.0883465649999998E+03,
  +4.7166000000000004E+03,  +2.3916517509999999E+03,
  +4.7166999999999998E+03,  +4.2723541299999997E+03,
  +4.7168000000000002E+03,  +4.2941572809999998E+03,
  +4.7168999999999996E+03,  +4.3609241249999995E+03,
  +4.7170000000000000E+03,  +2.7185859930000001E+03,
  +4.7171000000000004E+03,  +3.3962024649999998E+03,
  +4.7171999999999998E+03,  +2.8113609090000000E+03,
  +4.7173000000000002E+03,  +3.7284942380000002E+03,
  +4.7173999999999996E+03,  +4.8111791400000002E+03,
  +4.7175000000000000E+03,  +3.2593810180000000E+03,
  +4.7176000000000004E+03,  +3.9108117750000001E+03,
  +4.7176999999999998E+03,  +2.9324735380000002E+03,
  +4.7178000000000002E+03,  +2.6006706559999998E+03,
  +4.7178999999999996E+03,  +4.3942536970000001E+03,
  +4.7180000000000000E+03,  +2.1101327849999998E+03,
  +4.7181000000000004E+03,  +2.3712631130000000E+03,
  +4.7181999999999998E+03,  +2.1218373649999999E+03,
  +4.7183000000000002E+03,  +4.7227442199999996E+03,
  +4.7183999999999996E+03,  +2.2522164370000000E+03,
  +4.7185000000000000E+03,  +4.5572619640000003E+03,
  +4.7186000000000004E+03,  +4.9383650500000003E+03,
  +4.7186999999999998E+03,  +3.1773628829999998E+03,
  +4.7188000000000002E+03,  +4.1875831189999999E+03,
  +4.7188999999999996E+03,  +3.8820228109999998E+03,
  +4.7190000000000000E+03,  +4.2620663150000000E+03,
  +4.7191000000000004E+03,  +4.7329399819999999E+03,
  +4.7191999999999998E+03,  +4.8464099850000002E+03,
  +4.7193000000000002E+03,  +3.5882768110000002E+03,
  +4.7193999999999996E+03,  +4.9378717559999996E+03,
  +4.7195000000000000E+03,  +4.9668504860000003E+03,
  +4.7196000000000004E+03,  +2.5660901359999998E+03,
  +4.7196999999999998E+03,  +2.7443472390000002E+03,
  +4.7198000000000002E+03,  +3.3788702520000002E+03,
  +4.7198999999999996E+03,  +4.0563551819999998E+03,
  +4.7200000000000000E+03,  +9.9083858640000005E+02,
  +4.7201000000000004E+03,  +1.3573607380000001E+03,
  +4.7201999999999998E+03,  +1.0192615950000001E+03,
  +4.7203000000000002E+03,  +1.3669390189999999E+03,
  +4.7203999999999996E+03,  +1.3535863030000000E+03,
  +4.7205000000000000E+03,  +1.0844501350000000E+03,
  +4.7206000000000004E+03,  +1.5599491619999999E+03,
  +4.7206999999999998E+03,  +1.4732601250000000E+03,
  +4.7208000000000002E+03,  +1.2293003280000000E+03,
  +4.7208999999999996E+03,  +1.8300283320000001E+03,
  +4.7210000000000000E+03,  +1.9107147419999999E+03,
  +4.7211000000000004E+03,  +1.8420763480000001E+03,
  +4.7211999999999998E+03,  +1.8359652340000000E+03,
  +4.7213000000000002E+03,  +1.5194048889999999E+03,
  +4.7213999999999996E+03,  +1.2676390070000000E+03,
  +4.7215000000000000E+03,  +1.3171417210000000E+03,
  +4.7216000000000004E+03,  +1.3039164400000000E+03,
  +4.7216999999999998E+03,  +1.8669255840000001E+03,
  +4.7218000000000002E+03,  +9.5859926550000000E+02,
  +4.7218999999999996E+03,  +1.4291438029999999E+03,
  +4.7220000000000000E+03,  +9.1229352640000002E+02,
  +4.7221000000000004E+03,  +1.7230912120000000E+03,
  +4.7221999999999998E+03,  +1.0742739560000000E+03,
  +4.7223000000000002E+03,  +9.6334091609999996E+02,
  +4.7223999999999996E+03,  +1.5081764659999999E+03,
  +4.7225000000000000E+03,  +1.6254701100000000E+03,
  +4.7226000000000004E+03,  +1.4873008430000000E+03,
  +4.7226999999999998E+03,  +1.3632279570000001E+03,
  +4.7228000000000002E+03,  +1.2949095000000000E+03,
  +4.7228999999999996E+03,  +1.0207080050000000E+03,
  +4.7230000000000000E+03,  +1.9546106550000000E+03,
  +4.7231000000000004E+03,  +1.1219845820000000E+03,
  +4.7231999999999998E+03,  +9.9465411640000002E+02,
  +4.7233000000000002E+03,  +1.9270061760000001E+03,
  +4.7233999999999996E+03,  +1.1597906410000001E+03,
  +4.7235000000000000E+03,  +1.5837011720000000E+03,
  +4.7236000000000004E+03,  +1.7306529980000000E+03,
  +4.7236999999999998E+03,  +1.0859831910000000E+03,
  +4.7238000000000002E+03,  +1.4721600790000000E+03,
  +4.7238999999999996E+03,  +1.0046391159999999E+03,
  +4.7240000000000000E+03,  +1.3337897610000000E+03,
  +4.7241000000000004E+03,  +1.1801929290000000E+03,
  +4.7241999999999998E+03,  +9.7378911649999998E+02,
  +4.7243000000000002E+03,  +1.4925170510000000E+03,
  +4.7243999999999996E+03,  +1.4859987930000000E+03,
  +4.7245000000000000E+03,  +1.7459571089999999E+03,
  +4.7246000000000004E+03,  +1.7369618570000000E+03,
  +4.7246999999999998E+03,  +1.6198482620000000E+03,
  +4.7248000000000002E+03,  +1.7227477040000001E+03,
  +4.7248999999999996E+03,  +1.3295017829999999E+03,
  +4.7250000000000000E+03,  +1.6423225900000000E+03,
  +4.7251000000000004E+03,  +1.3063695710000000E+03,
  +4.7251999999999998E+03,  +1.8167846770000001E+03,
  +4.7253000000000002E+03,  +1.1586293780000001E+03,
  +4.7253999999999996E+03,  +1.3284565700000001E+03,
  +4.7255000000000000E+03,  +1.5917864179999999E+03,
  +4.7256000000000004E+03,  +9.7140037910000001E+02,
  +4.7256999999999998E+03,  +1.9089583060000000E+03,
  +4.7258000000000002E+03,  +1.7906863040000001E+03,
  +4.7258999999999996E+03,  +1.4122061389999999E+03,
  +4.7260000000000000E+03,  +1.6797118510000000E+03,
  +4.7261000000000004E+03,  +1.1896884720000000E+03,
  +4.7261999999999998E+03,  +1.5813963870000000E+03,
  +4.7263000000000002E+03,  +1.8532963510000000E+03,
  +4.7263999999999996E+03,  +1.6465097380000000E+03,
  +4.7265000000000000E+03,  +1.9189117550000001E+03,
  +4.7266000000000004E+03,  +1.1514599040000001E+03,
  +4.7266999999999998E+03,  +1.7666620330000001E+03,
  +4.7268000000000002E+03,  +1.9414702749999999E+03,
  +4.7268999999999996E+03,  +1.8202080989999999E+03,
  +4.7270000000000000E+03,  +1.6329964410000000E+03,
  +4.7271000000000004E+03,  +1.0719611760000000E+03,
  +4.7271999999999998E+03,  +1.1567801400000001E+03,
  +4.7273000000000002E+03,  +1.7356570780000000E+03,
  +4.7273999999999996E+03,  +1.8342557970000000E+03,
  +4.7275000000000000E+03,  +1.1189448299999999E+03,
  +4.7276000000000004E+03,  +1.7529942679999999E+03,
  +4.7276999999999998E+03,  +1.4354108990000000E+03,
  +4.7278000000000002E+03,  +1.4834824679999999E+03,
  +4.7278999999999996E+03,  +1.5027123449999999E+03,
  +4.7280000000000000E+03,  +1.9535490629999999E+03,
  +4.7281000000000004E+03,  +1.0624775430000000E+03,
  +4.7281999999999998E+03,  +9.0765934419999996E+02,
  +4.7283000000000002E+03,  +9.3703594199999998E+02,
  +4.7283999999999996E+03,  +9.4805392500000005E+02,
  +4.7285000000000000E+03,  +1.1274897010000000E+03,
  +4.7286000000000004E+03,  +1.8307351280000000E+03,
  +4.7286999999999998E+03,  +1.7738259040000000E+03,
  +4.7288000000000002E+03,  +1.7199318100000000E+03,
  +4.7288999999999996E+03,  +1.8439254590000000E+03,
  +4.7290000000000000E+03,  +1.6220628680000000E+03,
  +4.7291000000000004E+03,  +1.6039860289999999E+03,
  +4.7291999999999998E+03,  +1.2356722400000001E+03,
  +4.7293000000000002E+03,  +1.7173029620000000E+03,
  +4.7293999999999996E+03,  +1.1702484019999999E+03,
  +4.7295000000000000E+03,  +1.1841129590000000E+03,
  +4.7296000000000004E+03,  +1.0732839980000001E+03,
  +4.7296999999999998E+03,  +1.8531229440000000E+03,
  +4.7298000000000002E+03,  +1.2946084440000000E+03,
  +4.7298999999999996E+03,  +1.2122797989999999E+03,
  +4.7300000000000000E+03,  +1.8312989909999999E+03,
  +4.7301000000000004E+03,  +1.9993195440000000E+03,
  +4.7301999999999998E+03,  +9.2474049100000002E+02,
  +4.7303000000000002E+03,  +9.5211812129999998E+02,
  +4.7303999999999996E+03,  +1.6592059180000001E+03,
  +4.7305000000000000E+03,  +1.8814937570000000E+03,
  +4.7306000000000004E+03,  +1.4920935790000001E+03,
  +4.7306999999999998E+03,  +1.8371646820000001E+03,
  +4.7308000000000002E+03,  +9.6064337309999996E+02,
  +4.7308999999999996E+03,  +1.5276896170000000E+03,
  +4.7310000000000000E+03,  +1.8639155679999999E+03,
  +4.7311000000000004E+03,  +1.0910210090000000E+03,
  +4.7311999999999998E+03,  +1.2260863959999999E+03,
  +4.7313000000000002E+03,  +1.8608514500000001E+03,
  +4.7313999999999996E+03,  +1.5076852380000000E+03,
  +4.7315000000000000E+03,  +9.9254727549999996E+02,
  +4.7316000000000004E+03,  +1.4751623720000000E+03,
  +4.7316999999999998E+03,  +1.2945012589999999E+03,
  +4.7318000000000002E+03,  +1.5175003010000000E+03,
  +4.7318999999999996E+03,  +1.8869080690000001E+03,
  +4.7320000000000000E+03,  +1.3850340659999999E+03,
  +4.7321000000000004E+03,  +1.0843701500000000E+03,
  +4.7321999999999998E+03,  +1.0304358669999999E+03,
  +4.7323000000000002E+03,  +1.0448023830000000E+03,
  +4.7323999999999996E+03,  +1.9914673379999999E+03,
  +4.7325000000000000E+03,  +1.8229660610000001E+03,
  +4.7326000000000004E+03,  +1.6660523670000000E+03,
  +4.7326999999999998E+03,  +1.2953506629999999E+03,
  +4.7328000000000002E+03,  +9.7552542519999997E+02,
  +4.7328999999999996E+03,  +1.8568708819999999E+03,
  +4.7330000000000000E+03,  +1.1735763480000001E+03,
  +4.7331000000000004E+03,  +1.4309939380000001E+03,
  +4.7331999999999998E+03,  +1.4607276569999999E+03,
  +4.7333000000000002E+03,  +1.3218868110000001E+03,
  +4.7333999999999996E+03,  +1.7199217930000000E+03,
  +4.7335000000000000E+03,  +1.8735858519999999E+03,
  +4.7336000000000004E+03,  +1.0325227010000001E+03,
  +4.7336999999999998E+03,  +1.5228973060000001E+03,
  +4.7338000000000002E+03,  +1.0955590170000000E+03,
  +4.7338999999999996E+03,  +1.9251874539999999E+03,
  +4.7340000000000000E+03,  +1.4458260090000001E+03,
  +4.7341000000000004E+03,  +9.9701398600000005E+02,
  +4.7341999999999998E+03,  +1.4223948660000001E+03,
  +4.7343000000000002E+03,  +1.6874529590000000E+03,
  +4.7343999999999996E+03,  +1.7086783940000000E+03,
  +4.7345000000000000E+03,  +1.3560197550000000E+03,
  +4.7346000000000004E+03,  +1.7371336040000001E+03,
  +4.7346999999999998E+03,  +1.6762775460000000E+03,
  +4.7348000000000002E+03,  +1.3918549029999999E+03,
  +4.7348999999999996E+03,  +1.7974894290000000E+03,
  +4.7350000000000000E+03,  +1.1523767100000000E+03,
  +4.7351000000000004E+03,  +1.2401439880000000E+03,
  +4.7351999999999998E+03,  +1.7185618770000001E+03,
  +4.7353000000000002E+03,  +1.0774177700000000E+03,
  +4.7353999999999996E+03,  +1.0541790679999999E+03,
  +4.7355000000000000E+03,  +1.4840628850000001E+03,
  +4.7356000000000004E+03,  +1.7710273769999999E+03,
  +4.7356999999999998E+03,  +1.3926388250000000E+03,
  +4.7358000000000002E+03,  +1.4872349540000000E+03,
  +4.7358999999999996E+03,  +1.2845454680000000E+03,
  +4.7360000000000000E+03,  +2.6297166940000002E+03,
  +4.7361000000000004E+03,  +3.5948464230000000E+03,
  +4.7361999999999998E+03,  +4.1466097140000002E+03,
  +4.7363000000000002E+03,  +4.0752904960000001E+03,
  +4.7363999999999996E+03,  +4.1640690430000004E+03,
  +4.7365000000000000E+03,  +4.3192147370000002E+03,
  +4.7366000000000004E+03,  +2.6257937090000000E+03,
  +4.7366999999999998E+03,  +4.7144542890000002E+03,
  +4.7368000000000002E+03,  +2.3943727610000001E+03,
  +4.7368999999999996E+03,  +2.8103183180000001E+03,
  +4.7370000000000000E+03,  +4.2058231379999997E+03,
  +4.7371000000000004E+03,  +4.6576086930000001E+03,
  +4.7371999999999998E+03,  +2.9565193450000002E+03,
  +4.7373000000000002E+03,  +3.1221738740000001E+03,
  +4.7373999999999996E+03,  +4.0072161339999998E+03,
  +4.7375000000000000E+03,  +3.1171788569999999E+03,
  +4.7376000000000004E+03,  +3.4156703210000001E+03,
  +4.7376999999999998E+03,  +4.1275159670000003E+03,
  +4.7378000000000002E+03,  +2.3918794180000000E+03,
  +4.7378999999999996E+03,  +4.6633970859999999E+03,
  +4.7380000000000000E+03,  +3.3901834300000000E+03,
  +4.7381000000000004E+03,  +4.6710004730000001E+03,
  +4.7381999999999998E+03,  +3.8368300530000001E+03,
  +4.7383000000000002E+03,  +2.5564454350000001E+03,
  +4.7383999999999996E+03,  +2.9918990560000002E+03,
  +4.7385000000000000E+03,  +4.2277721970000002E+03,
  +4.7386000000000004E+03,  +2.6311375379999999E+03,
  +4.7386999999999998E+03,  +4.2351295350000000E+03,
  +4.7388000000000002E+03,  +3.9160172180000000E+03,
  +4.7388999999999996E+03,  +2.5475467520000002E+03,
  +4.7390000000000000E+03,  +3.4519164300000002E+03,
  +4.7391000000000004E+03,  +3.7021330539999999E+03,
  +4.7391999999999998E+03,  +3.5592892010000000E+03,
  +4.7393000000000002E+03,  +3.2959092959999998E+03,
  +4.7393999999999996E+03,  +2.4635893280000000E+03,
  +4.7395000000000000E+03,  +4.9506156590000001E+03,
  +4.7396000000000004E+03,  +3.7174485500000001E+03,
  +4.7396999999999998E+03,  +4.2743391439999996E+03,
  +4.7398000000000002E+03,  +3.6743604989999999E+03,
  +4.7398999999999996E+03,  +3.4437065800000000E+03,
  +4.7400000000000000E+03,  +4.7494131820000002E+03,
  +4.7401000000000004E+03,  +3.5236339459999999E+03,
  +4.7401999999999998E+03,  +2.3607125700000001E+03,
  +4.7403000000000002E+03,  +2.8245058429999999E+03,
  +4.7403999999999996E+03,  +2.4656308370000002E+03,
  +4.7405000000000000E+03,  +2.7757822369999999E+03,
  +4.7406000000000004E+03,  +2.4182169170000002E+03,
  +4.7406999999999998E+03,  +2.3249334150000000E+03,
  +4.7408000000000002E+03,  +3.7619831680000002E+03,
  +4.7408999999999996E+03,  +3.5154549480000001E+03,
  +4.7410000000000000E+03,  +2.7590624189999999E+03,
  +4.7411000000000004E+03,  +2.1357695290000001E+03,
  +4.7411999999999998E+03,  +3.6408103470000001E+03,
  +4.7413000000000002E+03,  +4.6044371400000000E+03,
  +4.7413999999999996E+03,  +4.8722274090000001E+03,
  +4.7415000000000000E+03,  +3.4310323290000001E+03,
  +4.7416000000000004E+03,  +2.6527590890000001E+03,
  +4.7416999999999998E+03,  +4.7100199169999996E+03,
  +4.7418000000000002E+03,  +3.6395481359999999E+03,
  +4.7418999999999996E+03,  +2.0564762110000001E+03,
  +4.7420000000000000E+03,  +4.6612254679999996E+03,
  +4.7421000000000004E+03,  +4.2956345410000004E+03,
  +4.7421999999999998E+03,  +2.0202415109999999E+03,
  +4.7423000000000002E+03,  +2.2696911220000002E+03,
  +4.7423999999999996E+03,  +4.5752792749999999E+03,
  +4.7425000000000000E+03,  +4.7366007369999998E+03,
  +4.7426000000000004E+03,  +2.4432189800000001E+03,
  +4.7426999999999998E+03,  +2.4057042670000001E+03,
  +4.7428000000000002E+03,  +3.8561130960000000E+03,
  +4.7428999999999996E+03,  +4.6914372579999999E+03,
  +4.7430000000000000E+03,  +2.7019664330000001E+03,
  +4.7431000000000004E+03,  +4.0783274649999998E+03,
  +4.7431999999999998E+03,  +4.0000270710000000E+03,
  +4.7433000000000002E+03,  +3.3587256210000000E+03,
  +4.7433999999999996E+03,  +3.4694100810000000E+03,
  +4.7435000000000000E+03,  +2.3094176499999999E+03,
  +4.7436000000000004E+03,  +2.1184042479999998E+03,
  +4.7436999999999998E+03,  +2.4617255030000001E+03,
  +4.7438000000000002E+03,  +3.6744666910000001E+03,
  +4.7438999999999996E+03,  +2.3068580170000000E+03,
  +4.7440000000000000E+03,  +1.5896631970000001E+03,
  +4.7441000000000004E+03,  +1.9906641990000001E+03,
  +4.7441999999999998E+03,  +1.2871792590000000E+03,
  +4.7443000000000002E+03,  +9.8556636890000004E+02,
  +4.7443999999999996E+03,  +9.9611299369999995E+02,
  +4.7445000000000000E+03,  +1.8495230660000000E+03,
  +4.7446000000000004E+03,  +1.0974009470000001E+03,
  +4.7446999999999998E+03,  +1.9169122970000001E+03,
  +4.7448000000000002E+03,  +1.7752971390000000E+03,
  +4.7448999999999996E+03,  +1.5715209450000000E+03,
  +4.7450000000000000E+03,  +1.1546847069999999E+03,
  +4.7451000000000004E+03,  +1.7841900410000001E+03,
  +4.7451999999999998E+03,  +1.1285907090000001E+03,
  +4.7453000000000002E+03,  +1.0607260020000001E+03,
  +4.7453999999999996E+03,  +1.2142455290000000E+03,
  +4.7455000000000000E+03,  +1.8685306009999999E+03,
  +4.7456000000000004E+03,  +1.3478841210000001E+03,
  +4.7456999999999998E+03,  +1.7566385100000000E+03,
  +4.7458000000000002E+03,  +1.1498614359999999E+03,
  +4.7458999999999996E+03,  +1.9119547040000000E+03,
  +4.7460000000000000E+03,  +1.4538429380000000E+03,
  +4.7461000000000004E+03,  +1.3899497540000000E+03,
  +4.7461999999999998E+03,  +1.7555022039999999E+03,
  +4.7463000000000002E+03,  +1.0203187160000000E+03,
  +4.7463999999999996E+03,  +1.6523029190000000E+03,
  +4.7465000000000000E+03,  +1.8026838419999999E+03,
  +4.7466000000000004E+03,  +1.4028845670000001E+03,
  +4.7466999999999998E+03,  +1.1723497259999999E+03,
  +4.7468000000000002E+03,  +9.6541865069999994E+02,
  +4.7468999999999996E+03,  +1.6650595010000000E+03,
  +4.7470000000000000E+03,  +1.4325084230000000E+03,
  +4.7471000000000004E+03,  +1.4443196960000000E+03,
  +4.7471999999999998E+03,  +1.3673617770000001E+03,
  +4.7473000000000002E+03,  +1.6971776330000000E+03,
  +4.7473999999999996E+03,  +1.8765578829999999E+03,
  +4.7475000000000000E+03,  +1.9448344830000001E+03,
  +4.7476000000000004E+03,  +1.4207964830000001E+03,
  +4.7476999999999998E+03,  +1.3249572479999999E+03,
  +4.7478000000000002E+03,  +1.0207892040000000E+03,
  +4.7478999999999996E+03,  +1.5575461479999999E+03,
  +4.7480000000000000E+03,  +1.3917267890000001E+03,
  +4.7481000000000004E+03,  +1.0321235290000000E+03,
  +4.7481999999999998E+03,  +1.4135950140000000E+03,
  +4.7483000000000002E+03,  +1.9675887029999999E+03,
  +4.7483999999999996E+03,  +1.9422066809999999E+03,
  +4.7485000000000000E+03,  +1.0014002560000000E+03,
  +4.7486000000000004E+03,  +1.2696202260000000E+03,
  +4.7486999999999998E+03,  +1.5247250979999999E+03,
  +4.7488000000000002E+03,  +1.1481121969999999E+03,
  +4.7488999999999996E+03,  +9.4838229709999996E+02,
  +4.7490000000000000E+03,  +1.6276990920000001E+03,
  +4.7491000000000004E+03,  +1.2490454310000000E+03,
  +4.7491999999999998E+03,  +1.9719364980000000E+03,
  +4.7493000000000002E+03,  +9.2846428519999995E+02,
  +4.7493999999999996E+03,  +1.1433789389999999E+03,
  +4.7495000000000000E+03,  +1.0776703060000000E+03,
  +4.7496000000000004E+03,  +1.5038369250000001E+03,
  +4.7496999999999998E+03,  +1.9963163390000000E+03,
  +4.7498000000000002E+03,  +1.3811752380000000E+03,
  +4.7498999999999996E+03,  +1.4484202000000000E+03,
  +4.7500000000000000E+03,  +1.5201746690000000E+03,
  +4.7501000000000004E+03,  +1.3981328679999999E+03,
  +4.7501999999999998E+03,  +1.2432677580000000E+03,
  +4.7503000000000002E+03,  +1.5697530890000000E+03,
  +4.7503999999999996E+03,  +1.6143987560000000E+03,
  +4.7505000000000000E+03,  +1.1819350680000000E+03,
  +4.7506000000000004E+03,  +9.9512219189999996E+02,
  +4.7506999999999998E+03,  +1.1469489910000000E+03,
  +4.7508000000000002E+03,  +1.0617699930000001E+03,
  +4.7508999999999996E+03,  +1.9943410680000000E+03,
  +4.7510000000000000E+03,  +1.6687308180000000E+03,
  +4.7511000000000004E+03,  +1.4791745670000000E+03,
  +4.7511999999999998E+03,  +1.5915190200000000E+03,
  +4.7513000000000002E+03,  +1.1668972080000001E+03,
  +4.7513999999999996E+03,  +1.0494069280000001E+03,
  +4.7515000000000000E+03,  +1.3979033099999999E+03,
  +4.7516000000000004E+03,  +1.4210252220000000E+03,
  +4.7516999999999998E+03,  +1.9082406900000001E+03,
  +4.7518000000000002E+03,  +1.7945723450000000E+03,
  +4.7518999999999996E+03,  +1.0373043110000001E+03,
  +4.7520000000000000E+03,  +1.7136323050000001E+03,
  +4.7521000000000004E+03,  +1.8447658300000001E+03,
  +4.7521999999999998E+03,  +1.9503647530000001E+03,
  +4.7523000000000002E+03,  +1.0692251790000000E+03,
  +4.7523999999999996E+03,  +1.4350363290000000E+03,
  +4.7525000000000000E+03,  +1.6135414570000000E+03,
  +4.7526000000000004E+03,  +1.2593911049999999E+03,
  +4.7526999999999998E+03,  +1.0004035050000000E+03,
  +4.7528000000000002E+03,  +1.0457122790000001E+03,
  +4.7528999999999996E+03,  +1.4157400319999999E+03,
  +4.7530000000000000E+03,  +1.4914802500000001E+03,
  +4.7531000000000004E+03,  +1.0504120800000001E+03,
  +4.7531999999999998E+03,  +1.6375792810000000E+03,
  +4.7533000000000002E+03,  +1.5048551600000001E+03,
  +4.7533999999999996E+03,  +1.9574961140000000E+03,
  +4.7535000000000000E+03,  +1.7672511669999999E+03,
  +4.7536000000000004E+03,  +1.1864813580000000E+03,
  +4.7536999999999998E+03,  +1.5628163340000001E+03,
  +4.7538000000000002E+03,  +9.4531555019999996E+02,
  +4.7538999999999996E+03,  +1.3535384369999999E+03,
  +4.7540000000000000E+03,  +1.9092886100000001E+03,
  +4.7541000000000004E+03,  +1.7822658600000000E+03,
  +4.7541999999999998E+03,  +1.1004576730000001E+03,
  +4.7543000000000002E+03,  +1.7608122510000001E+03,
  +4.7543999999999996E+03,  +1.9791770449999999E+03,
  +4.7545000000000000E+03,  +1.6958671720000000E+03,
  +4.7546000000000004E+03,  +1.4957608240000000E+03,
  +4.7546999999999998E+03,  +1.2195990700000000E+03,
  +4.7548000000000002E+03,  +1.0565513169999999E+03,
  +4.7548999999999996E+03,  +1.4819409180000000E+03,
  +4.7550000000000000E+03,  +1.4942169899999999E+03,
  +4.7551000000000004E+03,  +1.1120426640000001E+03,
  +4.7551999999999998E+03,  +1.5511141980000000E+03,
  +4.7553000000000002E+03,  +1.5387701930000001E+03,
  +4.7553999999999996E+03,  +1.2877005899999999E+03,
