 TIME                    ,ÏµÍ³COP                  ,Time                     ,¸ººÉ                     ,
  +5.1686000000000004E+03,  +5.7020095341684192E+00,  +5.1686999999999998E+03,  +3.5976351330000002E+03,
  +5.1686999999999998E+03,  +6.2159305368815811E+00,  +5.1688000000000002E+03,  +4.5523198990000001E+03,
  +5.1688000000000002E+03,  +5.7014052198624663E+00,  +5.1688999999999996E+03,  +2.8220042720000001E+03,
  +5.1688999999999996E+03,  +6.0407731065568839E+00,  +5.1690000000000000E+03,  +4.8042512120000001E+03,
  +5.1690000000000000E+03,  +5.7679243890266196E+00,  +5.1691000000000004E+03,  +2.1778493229999999E+03,
  +5.1691000000000004E+03,  +5.7983785649702790E+00,  +5.1691999999999998E+03,  +3.5652721050000000E+03,
  +5.1691999999999998E+03,  +6.0419245351605380E+00,  +5.1693000000000002E+03,  +4.0889634369999999E+03,
  +5.1693000000000002E+03,  +5.8109036598694264E+00,  +5.1693999999999996E+03,  +2.2431560519999998E+03,
  +5.1693999999999996E+03,  +6.0450639204998877E+00,  +5.1695000000000000E+03,  +4.2804508850000002E+03,
  +5.1695000000000000E+03,  +6.2053715464510049E+00,  +5.1696000000000004E+03,  +4.4405888279999999E+03,
  +5.1696000000000004E+03,  +5.6618798929335572E+00,  +5.1696999999999998E+03,  +2.8248566890000002E+03,
  +5.1696999999999998E+03,  +5.9324569768356925E+00,  +5.1698000000000002E+03,  +3.9924160550000001E+03,
  +5.1698000000000002E+03,  +5.6080306137183191E+00,  +5.1698999999999996E+03,  +2.9850863899999999E+03,
  +5.1698999999999996E+03,  +5.8493424795028606E+00,  +5.1700000000000000E+03,  +4.4302548610000003E+03,
  +5.1700000000000000E+03,  +5.6573511149876570E+00,  +5.1701000000000004E+03,  +2.7650739319999998E+03,
  +5.1701000000000004E+03,  +5.7326750725250841E+00,  +5.1701999999999998E+03,  +2.2236843220000001E+03,
  +5.1701999999999998E+03,  +5.9124358533915444E+00,  +5.1703000000000002E+03,  +3.9684343050000002E+03,
  +5.1703000000000002E+03,  +5.6264699876654207E+00,  +5.1703999999999996E+03,  +2.8536389810000001E+03,
  +5.1703999999999996E+03,  +5.9435188180507845E+00,  +5.1705000000000000E+03,  +4.0935138120000001E+03,
  +5.1705000000000000E+03,  +6.3129794875286871E+00,  +5.1706000000000004E+03,  +4.4831464530000003E+03,
  +5.1706000000000004E+03,  +5.6812581675495952E+00,  +5.1706999999999998E+03,  +2.6453049019999999E+03,
  +5.1706999999999998E+03,  +5.6881994339203903E+00,  +5.1708000000000002E+03,  +2.1740210160000001E+03,
  +5.1708000000000002E+03,  +5.9157356108124128E+00,  +5.1708999999999996E+03,  +4.0681731270000000E+03,
  +5.1708999999999996E+03,  +6.1371595131827545E+00,  +5.1710000000000000E+03,  +4.2758959189999996E+03,
  +5.1710000000000000E+03,  +6.0925519151905085E+00,  +5.1711000000000004E+03,  +4.7010554800000000E+03,
  +5.1711000000000004E+03,  +5.6813827419349554E+00,  +5.1711999999999998E+03,  +2.1510810430000001E+03,
  +5.1711999999999998E+03,  +5.6425013899554193E+00,  +5.1713000000000002E+03,  +2.0701756310000001E+03,
  +5.1713000000000002E+03,  +5.6686055382764389E+00,  +5.1713999999999996E+03,  +2.8878714020000002E+03,
  +5.1713999999999996E+03,  +5.6411814315698061E+00,  +5.1715000000000000E+03,  +2.8004245529999998E+03,
  +5.1715000000000000E+03,  +5.7109001494995288E+00,  +5.1716000000000004E+03,  +2.5291178089999999E+03,
  +5.1716000000000004E+03,  +5.7189958053739502E+00,  +5.1716999999999998E+03,  +3.7103369840000000E+03,
  +5.1716999999999998E+03,  +6.0753158831510436E+00,  +5.1718000000000002E+03,  +4.0153383090000002E+03,
  +5.1718000000000002E+03,  +5.6230972864573738E+00,  +5.1718999999999996E+03,  +3.2448390150000000E+03,
  +5.1718999999999996E+03,  +5.9762620932290567E+00,  +5.1720000000000000E+03,  +4.0922823669999998E+03,
  +5.1720000000000000E+03,  +5.9279007064233982E+00,  +5.1721000000000004E+03,  +4.0562179510000001E+03,
  +5.1721000000000004E+03,  +5.6322966977973561E+00,  +5.1721999999999998E+03,  +3.2749987289999999E+03,
  +5.1721999999999998E+03,  +6.1232861256945172E+00,  +5.1723000000000002E+03,  +4.6264027489999999E+03,
  +5.1723000000000002E+03,  +5.5164861693398182E+00,  +5.1723999999999996E+03,  +3.0414532939999999E+03,
  +5.1723999999999996E+03,  +5.5747740100307599E+00,  +5.1725000000000000E+03,  +3.0728789099999999E+03,
  +5.1725000000000000E+03,  +5.7714557495004808E+00,  +5.1726000000000004E+03,  +2.3559277229999998E+03,
  +5.1726000000000004E+03,  +5.9634329616799340E+00,  +5.1726999999999998E+03,  +4.2260321690000001E+03,
  +5.1726999999999998E+03,  +5.9737687140031088E+00,  +5.1728000000000002E+03,  +4.9843932150000001E+03,
  +5.1728000000000002E+03,  +5.5493129917414654E+00,  +5.1728999999999996E+03,  +2.9278636950000000E+03,
  +5.1728999999999996E+03,  +5.7351652831268565E+00,  +5.1730000000000000E+03,  +3.6208301179999999E+03,
  +5.1730000000000000E+03,  +5.5952661004946238E+00,  +5.1731000000000004E+03,  +2.0571017510000001E+03,
  +5.1731000000000004E+03,  +5.9733394057442837E+00,  +5.1731999999999998E+03,  +4.3139120279999997E+03,
  +5.1731999999999998E+03,  +5.5765629840183149E+00,  +5.1733000000000002E+03,  +2.8342052380000000E+03,
  +5.1733000000000002E+03,  +5.5433574221071886E+00,  +5.1733999999999996E+03,  +2.9776117740000000E+03,
  +5.1733999999999996E+03,  +5.6873231094985295E+00,  +5.1735000000000000E+03,  +3.5128315330000000E+03,
  +5.1735000000000000E+03,  +5.5853846010677026E+00,  +5.1736000000000004E+03,  +3.3791423900000000E+03,
  +5.1736000000000004E+03,  +5.6658660023885483E+00,  +5.1736999999999998E+03,  +2.5844037650000000E+03,
  +5.1736999999999998E+03,  +5.6052618502037408E+00,  +5.1738000000000002E+03,  +2.8044629930000001E+03,
  +5.1738000000000002E+03,  +5.4446305932640495E+00,  +5.1738999999999996E+03,  +3.1266373300000000E+03,
  +5.1738999999999996E+03,  +5.9112076867828707E+00,  +5.1740000000000000E+03,  +3.9751445119999998E+03,
  +5.1740000000000000E+03,  +5.6088029719525592E+00,  +5.1741000000000004E+03,  +2.7205002730000001E+03,
  +5.1741000000000004E+03,  +5.9516016384138606E+00,  +5.1741999999999998E+03,  +4.2799476000000004E+03,
  +5.1741999999999998E+03,  +6.0917105200769370E+00,  +5.1743000000000002E+03,  +4.4149999699999998E+03,
  +5.1743000000000002E+03,  +5.9537487218282639E+00,  +5.1743999999999996E+03,  +4.3343258839999999E+03,
  +5.1743999999999996E+03,  +5.9837811726609118E+00,  +5.1745000000000000E+03,  +4.8830155379999997E+03,
  +5.1745000000000000E+03,  +5.6358545169447627E+00,  +5.1746000000000004E+03,  +2.5855026979999998E+03,
  +5.1746000000000004E+03,  +5.5072517979157949E+00,  +5.1746999999999998E+03,  +3.0208027320000001E+03,
  +5.1746999999999998E+03,  +5.6909183108948254E+00,  +5.1748000000000002E+03,  +2.2141220290000001E+03,
  +5.1748000000000002E+03,  +5.6875285552089805E+00,  +5.1748999999999996E+03,  +3.5563440139999998E+03,
  +5.1748999999999996E+03,  +5.6235074245046111E+00,  +5.1750000000000000E+03,  +2.1296421879999998E+03,
  +5.1750000000000000E+03,  +5.5045787674615738E+00,  +5.1751000000000004E+03,  +3.0449368330000002E+03,
  +5.1751000000000004E+03,  +5.5530543257095646E+00,  +5.1751999999999998E+03,  +2.8581528130000002E+03,
  +5.1751999999999998E+03,  +5.2297961395280623E+00,  +5.1753000000000002E+03,  +3.2075788120000002E+03,
  +5.1753000000000002E+03,  +6.0162993909283049E+00,  +5.1753999999999996E+03,  +4.7878305069999997E+03,
  +5.1753999999999996E+03,  +5.7201429647580753E+00,  +5.1755000000000000E+03,  +3.5864006639999998E+03,
  +5.1755000000000000E+03,  +5.5135987932800150E+00,  +5.1756000000000004E+03,  +3.0801157309999999E+03,
  +5.1756000000000004E+03,  +6.0880593524324889E+00,  +5.1756999999999998E+03,  +4.5714967660000002E+03,
  +5.1756999999999998E+03,  +5.7047800232982784E+00,  +5.1758000000000002E+03,  +3.5289902710000001E+03,
  +5.1758000000000002E+03,  +5.5004775506298174E+00,  +5.1758999999999996E+03,  +3.3201414450000002E+03,
  +5.1758999999999996E+03,  +6.0069527960274796E+00,  +5.1760000000000000E+03,  +4.3086183940000001E+03,
  +5.1760000000000000E+03,  +4.6496488772657543E+00,  +5.1761000000000004E+03,  +1.0220646500000000E+03,
  +5.1761000000000004E+03,  +4.6300323671675558E+00,  +5.1761999999999998E+03,  +1.0576658179999999E+03,
  +5.1761999999999998E+03,  +4.8701112745585293E+00,  +5.1763000000000002E+03,  +1.1875616439999999E+03,
  +5.1763000000000002E+03,  +5.2970107668094792E+00,  +5.1763999999999996E+03,  +1.7440110430000000E+03,
  +5.1763999999999996E+03,  +4.8785892065865166E+00,  +5.1765000000000000E+03,  +1.2259781089999999E+03,
  +5.1765000000000000E+03,  +4.6122712707150280E+00,  +5.1766000000000004E+03,  +9.7651002689999996E+02,
  +5.1766000000000004E+03,  +5.3239523667831579E+00,  +5.1766999999999998E+03,  +1.6982054120000000E+03,
  +5.1766999999999998E+03,  +5.3332647457057911E+00,  +5.1768000000000002E+03,  +1.7387190720000001E+03,
  +5.1768000000000002E+03,  +4.6063299264467235E+00,  +5.1768999999999996E+03,  +9.8964698039999996E+02,
  +5.1768999999999996E+03,  +5.3530209443957490E+00,  +5.1770000000000000E+03,  +1.7338774289999999E+03,
  +5.1770000000000000E+03,  +4.5004998488749308E+00,  +5.1771000000000004E+03,  +9.0818978410000000E+02,
  +5.1771000000000004E+03,  +4.7691391471386710E+00,  +5.1771999999999998E+03,  +1.0988821330000001E+03,
  +5.1771999999999998E+03,  +5.0368013288242430E+00,  +5.1773000000000002E+03,  +1.3905372470000000E+03,
  +5.1773000000000002E+03,  +4.9410395758368777E+00,  +5.1773999999999996E+03,  +1.2904523409999999E+03,
  +5.1773999999999996E+03,  +5.1390546776015675E+00,  +5.1775000000000000E+03,  +1.5511427570000001E+03,
  +5.1775000000000000E+03,  +5.5797458067616912E+00,  +5.1776000000000004E+03,  +1.9997876160000001E+03,
  +5.1776000000000004E+03,  +4.7763134317786573E+00,  +5.1776999999999998E+03,  +1.1481886050000001E+03,
  +5.1776999999999998E+03,  +4.9630938586532052E+00,  +5.1778000000000002E+03,  +1.4125124920000001E+03,
  +5.1778000000000002E+03,  +5.0348425776537695E+00,  +5.1778999999999996E+03,  +1.4002494850000000E+03,
  +5.1778999999999996E+03,  +5.2356056282015473E+00,  +5.1780000000000000E+03,  +1.6370833140000000E+03,
  +5.1780000000000000E+03,  +4.7650763149351327E+00,  +5.1781000000000004E+03,  +1.1201066000000001E+03,
  +5.1781000000000004E+03,  +5.1546897356875707E+00,  +5.1781999999999998E+03,  +1.6203946970000000E+03,
  +5.1781999999999998E+03,  +4.9120764473773297E+00,  +5.1783000000000002E+03,  +1.2576721570000000E+03,
  +5.1783000000000002E+03,  +4.5375813450259193E+00,  +5.1783999999999996E+03,  +9.8808494099999996E+02,
  +5.1783999999999996E+03,  +5.2788438401644715E+00,  +5.1785000000000000E+03,  +1.7115065450000000E+03,
  +5.1785000000000000E+03,  +5.1571631390762986E+00,  +5.1786000000000004E+03,  +1.6243247480000000E+03,
  +5.1786000000000004E+03,  +5.1006030327499117E+00,  +5.1786999999999998E+03,  +1.4902907929999999E+03,
  +5.1786999999999998E+03,  +5.0372289423403718E+00,  +5.1788000000000002E+03,  +1.4048462460000001E+03,
  +5.1788000000000002E+03,  +4.8827259772691702E+00,  +5.1788999999999996E+03,  +1.6147716439999999E+03,
  +5.1788999999999996E+03,  +5.2873061095991902E+00,  +5.1790000000000000E+03,  +1.6701993760000000E+03,
  +5.1790000000000000E+03,  +4.5568581662005503E+00,  +5.1791000000000004E+03,  +9.9899911699999996E+02,
  +5.1791000000000004E+03,  +4.4976688406206513E+00,  +5.1791999999999998E+03,  +9.3795786629999998E+02,
  +5.1791999999999998E+03,  +4.6072615156160692E+00,  +5.1793000000000002E+03,  +1.3550706909999999E+03,
  +5.1793000000000002E+03,  +5.3733723113787031E+00,  +5.1793999999999996E+03,  +1.7450199980000000E+03,
  +5.1793999999999996E+03,  +5.0982813013001707E+00,  +5.1795000000000000E+03,  +1.4671947809999999E+03,
  +5.1795000000000000E+03,  +5.4889854597283740E+00,  +5.1796000000000004E+03,  +1.8615188310000001E+03,
  +5.1796000000000004E+03,  +5.4893662429044765E+00,  +5.1796999999999998E+03,  +1.8820723900000000E+03,
  +5.1796999999999998E+03,  +4.6147529434186936E+00,  +5.1798000000000002E+03,  +9.8265735940000002E+02,
  +5.1798000000000002E+03,  +4.9505669477266725E+00,  +5.1798999999999996E+03,  +1.2566691390000001E+03,
  +5.1798999999999996E+03,  +4.6234210944267984E+00,  +5.1800000000000000E+03,  +9.6319656689999999E+02,
  +5.1800000000000000E+03,  +4.8001122180358999E+00,  +5.1801000000000004E+03,  +1.0958660030000001E+03,
  +5.1801000000000004E+03,  +4.6084098900494217E+00,  +5.1801999999999998E+03,  +1.2889396589999999E+03,
  +5.1801999999999998E+03,  +5.5134792056727333E+00,  +5.1803000000000002E+03,  +1.8764072020000001E+03,
  +5.1803000000000002E+03,  +5.1332101619424932E+00,  +5.1803999999999996E+03,  +1.5029924890000000E+03,
  +5.1803999999999996E+03,  +4.5466590151265844E+00,  +5.1805000000000000E+03,  +9.1419115899999997E+02,
  +5.1805000000000000E+03,  +4.9039243423528811E+00,  +5.1806000000000004E+03,  +1.2771704070000001E+03,
  +5.1806000000000004E+03,  +5.1559386670540661E+00,  +5.1806999999999998E+03,  +1.4934478600000000E+03,
  +5.1806999999999998E+03,  +5.0018172899337214E+00,  +5.1808000000000002E+03,  +1.3162982270000000E+03,
  +5.1808000000000002E+03,  +4.6295677909157300E+00,  +5.1808999999999996E+03,  +9.6396218120000003E+02,
  +5.1808999999999996E+03,  +4.7287175984243284E+00,  +5.1810000000000000E+03,  +1.0273280250000000E+03,
  +5.1810000000000000E+03,  +4.1957338070806367E+00,  +5.1811000000000004E+03,  +9.4326696800000002E+02,
  +5.1811000000000004E+03,  +5.5770858661055085E+00,  +5.1811999999999998E+03,  +1.9259347319999999E+03,
  +5.1811999999999998E+03,  +4.5335400626726354E+00,  +5.1813000000000002E+03,  +9.0883088520000001E+02,
  +5.1813000000000002E+03,  +4.4839172296735921E+00,  +5.1813999999999996E+03,  +9.1592946170000005E+02,
  +5.1813999999999996E+03,  +4.6432073836094236E+00,  +5.1815000000000000E+03,  +1.0180508360000000E+03,
  +5.1815000000000000E+03,  +4.9190308820221293E+00,  +5.1816000000000004E+03,  +1.6049571900000001E+03,
  +5.1816000000000004E+03,  +5.0767828702374729E+00,  +5.1816999999999998E+03,  +1.4626852249999999E+03,
  +5.1816999999999998E+03,  +5.0267110687852563E+00,  +5.1818000000000002E+03,  +1.3029048130000001E+03,
  +5.1818000000000002E+03,  +4.7761604150953572E+00,  +5.1818999999999996E+03,  +1.0612479550000000E+03,
  +5.1818999999999996E+03,  +5.1641251547621021E+00,  +5.1820000000000000E+03,  +1.5649027690000000E+03,
  +5.1820000000000000E+03,  +4.8147143633839953E+00,  +5.1821000000000004E+03,  +1.0924052019999999E+03,
  +5.1821000000000004E+03,  +4.5991373072528745E+00,  +5.1821999999999998E+03,  +9.1712272540000004E+02,
  +5.1821999999999998E+03,  +5.5713631321661392E+00,  +5.1823000000000002E+03,  +1.8524952140000000E+03,
  +5.1823000000000002E+03,  +5.5691641896412385E+00,  +5.1823999999999996E+03,  +1.8951398870000000E+03,
  +5.1823999999999996E+03,  +4.7852303575769746E+00,  +5.1825000000000000E+03,  +1.0819503400000001E+03,
  +5.1825000000000000E+03,  +5.3114052521711876E+00,  +5.1826000000000004E+03,  +1.6174397400000000E+03,
  +5.1826000000000004E+03,  +5.5834555241282651E+00,  +5.1826999999999998E+03,  +1.8895281210000001E+03,
  +5.1826999999999998E+03,  +5.3296087553002964E+00,  +5.1828000000000002E+03,  +1.6569786700000000E+03,
  +5.1828000000000002E+03,  +4.6182550392747768E+00,  +5.1828999999999996E+03,  +9.3553073029999996E+02,
  +5.1828999999999996E+03,  +5.2519226526430201E+00,  +5.1830000000000000E+03,  +1.5384075399999999E+03,
  +5.1830000000000000E+03,  +4.7021309465066281E+00,  +5.1831000000000004E+03,  +9.8132012490000000E+02,
  +5.1831000000000004E+03,  +5.4347682500325503E+00,  +5.1831999999999998E+03,  +1.6941475900000000E+03,
  +5.1831999999999998E+03,  +4.7220583485375567E+00,  +5.1833000000000002E+03,  +9.9605393409999999E+02,
  +5.1833000000000002E+03,  +5.1541263787889386E+00,  +5.1833999999999996E+03,  +1.4901669110000000E+03,
  +5.1833999999999996E+03,  +4.7269220306826556E+00,  +5.1835000000000000E+03,  +9.8420994329999996E+02,
  +5.1835000000000000E+03,  +5.4868534311026007E+00,  +5.1836000000000004E+03,  +1.7271170030000001E+03,
  +5.1836000000000004E+03,  +4.9066658287855640E+00,  +5.1836999999999998E+03,  +1.1429463650000000E+03,
  +5.1836999999999998E+03,  +4.7287805036387525E+00,  +5.1838000000000002E+03,  +9.7963067509999996E+02,
  +5.1838000000000002E+03,  +5.3871673719851003E+00,  +5.1838999999999996E+03,  +1.6306992789999999E+03,
  +5.1838999999999996E+03,  +4.8876622891337114E+00,  +5.1840000000000000E+03,  +1.1147417660000001E+03,
  +5.1840000000000000E+03,  +4.7044300684234930E+00,  +5.1841000000000004E+03,  +9.5535653130000003E+02,
  +5.1841000000000004E+03,  +5.7546746809664704E+00,  +5.1841999999999998E+03,  +1.9739863220000000E+03,
  +5.1841999999999998E+03,  +5.0969752954281082E+00,  +5.1843000000000002E+03,  +1.3355405579999999E+03,
  +5.1843000000000002E+03,  +4.6362570077365506E+00,  +5.1843999999999996E+03,  +9.1306609400000002E+02,
  +5.1843999999999996E+03,  +4.7056277994382283E+00,  +5.1845000000000000E+03,  +1.0135459490000000E+03,
  +5.1845000000000000E+03,  +5.2785447932907008E+00,  +5.1846000000000004E+03,  +1.8598451990000001E+03,
  +5.1846000000000004E+03,  +5.6115038301944580E+00,  +5.1846999999999998E+03,  +1.8506874550000000E+03,
  +5.1846999999999998E+03,  +4.8615588388403008E+00,  +5.1848000000000002E+03,  +1.0813334660000000E+03,
  +5.1848000000000002E+03,  +4.9116556580495887E+00,  +5.1848999999999996E+03,  +1.5146581970000000E+03,
  +5.1848999999999996E+03,  +5.5396160646986772E+00,  +5.1850000000000000E+03,  +1.7669085090000001E+03,
  +5.1850000000000000E+03,  +5.7108337295594120E+00,  +5.1851000000000004E+03,  +1.9389690330000001E+03,
  +5.1851000000000004E+03,  +5.0654722733313413E+00,  +5.1851999999999998E+03,  +1.2848590150000000E+03,
  +5.1851999999999998E+03,  +5.3596687785481212E+00,  +5.1853000000000002E+03,  +1.6017461610000000E+03,
  +5.1853000000000002E+03,  +5.5241707675756180E+00,  +5.1853999999999996E+03,  +1.7544723130000000E+03,
  +5.1853999999999996E+03,  +5.1864670381165174E+00,  +5.1855000000000000E+03,  +1.4168259969999999E+03,
  +5.1855000000000000E+03,  +5.6734379376453692E+00,  +5.1856000000000004E+03,  +1.8962350400000000E+03,
  +5.1856000000000004E+03,  +5.1609216784639713E+00,  +5.1856999999999998E+03,  +1.3911424609999999E+03,
  +5.1856999999999998E+03,  +5.2629713002960994E+00,  +5.1858000000000002E+03,  +1.4984158120000000E+03,
  +5.1858000000000002E+03,  +4.9987338366339946E+00,  +5.1858999999999996E+03,  +1.1921643429999999E+03,
  +5.1858999999999996E+03,  +5.0032792008302787E+00,  +5.1860000000000000E+03,  +1.1823867150000001E+03,
  +5.1860000000000000E+03,  +4.9146917622181983E+00,  +5.1861000000000004E+03,  +1.0984442509999999E+03,
  +5.1861000000000004E+03,  +5.7752881560149296E+00,  +5.1861999999999998E+03,  +1.9724994010000000E+03,
  +5.1861999999999998E+03,  +5.4973220270105685E+00,  +5.1863000000000002E+03,  +1.7398941749999999E+03,
  +5.1863000000000002E+03,  +5.1524543893923971E+00,  +5.1863999999999996E+03,  +1.3765886390000001E+03,
  +5.1863999999999996E+03,  +5.5034278063545825E+00,  +5.1865000000000000E+03,  +1.7295565890000000E+03,
  +5.1865000000000000E+03,  +4.8328529766797041E+00,  +5.1866000000000004E+03,  +1.0554158110000001E+03,
  +5.1866000000000004E+03,  +5.4671243712835320E+00,  +5.1866999999999998E+03,  +1.6823054119999999E+03,
  +5.1866999999999998E+03,  +5.5415617238309336E+00,  +5.1868000000000002E+03,  +1.7742288460000000E+03,
  +5.1868000000000002E+03,  +5.1098764403001917E+00,  +5.1868999999999996E+03,  +1.3305899770000001E+03,
  +5.1868999999999996E+03,  +5.0124143742998637E+00,  +5.1870000000000000E+03,  +1.2076466390000001E+03,
  +5.1870000000000000E+03,  +4.8523390207708950E+00,  +5.1871000000000004E+03,  +1.0560426190000001E+03,
  +5.1871000000000004E+03,  +5.2082515888268723E+00,  +5.1871999999999998E+03,  +1.4031928060000000E+03,
  +5.1871999999999998E+03,  +5.0769329486966166E+00,  +5.1873000000000002E+03,  +1.2701851549999999E+03,
  +5.1873000000000002E+03,  +4.7483317882196134E+00,  +5.1873999999999996E+03,  +1.0513894860000000E+03,
  +5.1873999999999996E+03,  +4.9422764157697276E+00,  +5.1875000000000000E+03,  +1.1211449180000000E+03,
  +5.1875000000000000E+03,  +5.3814333645731729E+00,  +5.1876000000000004E+03,  +1.9704251159999999E+03,
  +5.1876000000000004E+03,  +5.5845214905989433E+00,  +5.1876999999999998E+03,  +1.8273254170000000E+03,
  +5.1876999999999998E+03,  +5.3212698075432812E+00,  +5.1878000000000002E+03,  +1.5889831879999999E+03,
  +5.1878000000000002E+03,  +4.9555690583883623E+00,  +5.1878999999999996E+03,  +1.1694442870000000E+03,
  +5.1878999999999996E+03,  +5.3584885833069107E+00,  +5.1880000000000000E+03,  +1.6042375050000001E+03,
  +5.1880000000000000E+03,  +4.6878988578068643E+00,  +5.1881000000000004E+03,  +9.4912752030000001E+02,
  +5.1881000000000004E+03,  +4.5823237781450317E+00,  +5.1881999999999998E+03,  +9.2917233480000004E+02,
  +5.1881999999999998E+03,  +5.3534073988736806E+00,  +5.1883000000000002E+03,  +1.9434234010000000E+03,
  +5.1883000000000002E+03,  +5.5364629260646794E+00,  +5.1883999999999996E+03,  +1.7857743690000000E+03,
  +5.1883999999999996E+03,  +5.1825241937273718E+00,  +5.1885000000000000E+03,  +1.4247722610000001E+03,
  +5.1885000000000000E+03,  +5.3872299624343780E+00,  +5.1886000000000004E+03,  +1.7121457519999999E+03,
  +5.1886000000000004E+03,  +5.0424305324584804E+00,  +5.1886999999999998E+03,  +1.2610685040000001E+03,
  +5.1886999999999998E+03,  +5.4289093622021163E+00,  +5.1888000000000002E+03,  +1.7452140850000001E+03,
  +5.1888000000000002E+03,  +4.7925822691524322E+00,  +5.1888999999999996E+03,  +1.0337215719999999E+03,
  +5.1888999999999996E+03,  +4.7986689487117049E+00,  +5.1890000000000000E+03,  +1.0246287100000000E+03,
  +5.1890000000000000E+03,  +5.6227943857682643E+00,  +5.1891000000000004E+03,  +1.9224658930000001E+03,
  +5.1891000000000004E+03,  +5.7127835768187918E+00,  +5.1891999999999998E+03,  +1.9834097039999999E+03,
  +5.1891999999999998E+03,  +5.0205945261873888E+00,  +5.1893000000000002E+03,  +1.2751509000000001E+03,
  +5.1893000000000002E+03,  +5.4989020347223683E+00,  +5.1893999999999996E+03,  +1.7604029230000001E+03,
  +5.1893999999999996E+03,  +5.6160388010295605E+00,  +5.1895000000000000E+03,  +1.8976697919999999E+03,
  +5.1895000000000000E+03,  +5.6464766949536740E+00,  +5.1896000000000004E+03,  +1.9455016530000000E+03,
  +5.1896000000000004E+03,  +5.3632975948837487E+00,  +5.1896999999999998E+03,  +1.6722620090000000E+03,
  +5.1896999999999998E+03,  +4.9442573032509909E+00,  +5.1898000000000002E+03,  +1.1973773730000000E+03,
  +5.1898000000000002E+03,  +4.7650296981822757E+00,  +5.1898999999999996E+03,  +1.0949604150000000E+03,
  +5.1898999999999996E+03,  +5.0740163508164011E+00,  +5.1900000000000000E+03,  +1.3878760980000000E+03,
  +5.1900000000000000E+03,  +4.8669009491433188E+00,  +5.1901000000000004E+03,  +1.5142883520000000E+03,
  +5.1901000000000004E+03,  +5.2213292865977001E+00,  +5.1901999999999998E+03,  +1.5078360700000001E+03,
  +5.1901999999999998E+03,  +4.6301739902092187E+00,  +5.1903000000000002E+03,  +9.2551666739999996E+02,
  +5.1903000000000002E+03,  +5.1852543548420469E+00,  +5.1903999999999996E+03,  +1.5403417609999999E+03,
  +5.1903999999999996E+03,  +5.0321101924003804E+00,  +5.1905000000000000E+03,  +1.2739503560000001E+03,
  +5.1905000000000000E+03,  +5.6240327839888362E+00,  +5.1906000000000004E+03,  +1.9025058220000001E+03,
  +5.1906000000000004E+03,  +5.4948623934919327E+00,  +5.1906999999999998E+03,  +1.8060970870000001E+03,
  +5.1906999999999998E+03,  +5.5140298060129940E+00,  +5.1908000000000002E+03,  +1.8306522590000000E+03,
  +5.1908000000000002E+03,  +4.7526145341873933E+00,  +5.1908999999999996E+03,  +1.0458950570000000E+03,
  +5.1908999999999996E+03,  +5.0244675563420778E+00,  +5.1910000000000000E+03,  +1.3673366289999999E+03,
  +5.1910000000000000E+03,  +5.5406909567473388E+00,  +5.1911000000000004E+03,  +1.8226984970000001E+03,
  +5.1911000000000004E+03,  +5.1896027920385901E+00,  +5.1911999999999998E+03,  +1.5234022190000001E+03,
  +5.1911999999999998E+03,  +5.4940631081149425E+00,  +5.1913000000000002E+03,  +1.8051859520000000E+03,
  +5.1913000000000002E+03,  +5.5339726031624599E+00,  +5.1913999999999996E+03,  +1.8601886999999999E+03,
  +5.1913999999999996E+03,  +5.0717705067623129E+00,  +5.1915000000000000E+03,  +1.3832847150000000E+03,
  +5.1915000000000000E+03,  +5.1614503516039214E+00,  +5.1916000000000004E+03,  +1.4760513510000001E+03,
  +5.1916000000000004E+03,  +5.0527273477286068E+00,  +5.1916999999999998E+03,  +1.3366670190000000E+03,
  +5.1916999999999998E+03,  +4.9450377108012296E+00,  +5.1918000000000002E+03,  +1.2116591490000001E+03,
  +5.1918000000000002E+03,  +4.6989333933111661E+00,  +5.1918999999999996E+03,  +9.8981565669999998E+02,
  +5.1918999999999996E+03,  +5.1167646479037492E+00,  +5.1920000000000000E+03,  +1.3860319039999999E+03,
  +5.1920000000000000E+03,  +5.5958222185332911E+00,  +5.1921000000000004E+03,  +3.0903041739999999E+03,
  +5.1921000000000004E+03,  +6.1755959608065734E+00,  +5.1921999999999998E+03,  +4.6347099680000001E+03,
  +5.1921999999999998E+03,  +5.7387856262551615E+00,  +5.1923000000000002E+03,  +2.5214366490000002E+03,
  +5.1923000000000002E+03,  +5.6920447330514170E+00,  +5.1923999999999996E+03,  +3.3688128109999998E+03,
  +5.1923999999999996E+03,  +5.4639695594199660E+00,  +5.1925000000000000E+03,  +3.1406733469999999E+03,
  +5.1925000000000000E+03,  +5.6086436872907370E+00,  +5.1926000000000004E+03,  +2.9103930759999998E+03,
  +5.1926000000000004E+03,  +5.8805543999942786E+00,  +5.1926999999999998E+03,  +3.9452721190000002E+03,
  +5.1926999999999998E+03,  +6.0357321879771479E+00,  +5.1928000000000002E+03,  +4.8771045919999997E+03,
  +5.1928000000000002E+03,  +6.0405746221240060E+00,  +5.1928999999999996E+03,  +4.3963324830000001E+03,
  +5.1928999999999996E+03,  +5.8656650937029902E+00,  +5.1930000000000000E+03,  +3.8486805500000000E+03,
